rxn_id	rxn_name	subsystem	selected_subs	KEGG_id	EC	rule	genes_hsa_ncbi	genes_hsa_symbol	genes_mmu_symbol	genes_mmu_synonym
GALASE17ly	beta-galactosidase, lysosomal	Keratan sulfate degradation	1	NA	3.2.1.23	(x(844)) & (x(845)) & (x(846)) & (x(847)) | (x(844)) & (x(845))	5476, 2720, 2588, 4758, 5476, 2720	CTSA, GLB1, GALNS, NEU1, CTSA, GLB1	CTSA, GLB1, GALNS, NEU1, CTSA, GLB1	Ppgb, PPCA, C130097A14Rik, Bgl-t, Bgl-s, Bgl-e, Bgl, Bgt, Bge, Bgs, N-acetylgalactosamine-6-sulfate sulfatase, Bat7, Aglp, Neu-1, Map-2, Apl, Bat-7, sialidase 1, lysosomal sialidase, G9, Ppgb, PPCA, C130097A14Rik, Bgl-t, Bgl-s, Bgl-e, Bgl, Bgt, Bge, Bgs
GALASE18ly	beta-galactosidase, lysosomal	Keratan sulfate degradation	1	NA	3.2.1.23	(x(844)) & (x(845)) & (x(846)) & (x(847)) | (x(844)) & (x(845))	5476, 2720, 2588, 4758, 5476, 2720	CTSA, GLB1, GALNS, NEU1, CTSA, GLB1	CTSA, GLB1, GALNS, NEU1, CTSA, GLB1	Ppgb, PPCA, C130097A14Rik, Bgl-t, Bgl-s, Bgl-e, Bgl, Bgt, Bge, Bgs, N-acetylgalactosamine-6-sulfate sulfatase, Bat7, Aglp, Neu-1, Map-2, Apl, Bat-7, sialidase 1, lysosomal sialidase, G9, Ppgb, PPCA, C130097A14Rik, Bgl-t, Bgl-s, Bgl-e, Bgl, Bgt, Bge, Bgs
GALASE19ly	beta-galactosidase, lysosomal	Keratan sulfate degradation	1	NA	3.2.1.18	(x(844)) & (x(845)) & (x(846)) & (x(847)) | (x(844)) & (x(845))	5476, 2720, 2588, 4758, 5476, 2720	CTSA, GLB1, GALNS, NEU1, CTSA, GLB1	CTSA, GLB1, GALNS, NEU1, CTSA, GLB1	Ppgb, PPCA, C130097A14Rik, Bgl-t, Bgl-s, Bgl-e, Bgl, Bgt, Bge, Bgs, N-acetylgalactosamine-6-sulfate sulfatase, Bat7, Aglp, Neu-1, Map-2, Apl, Bat-7, sialidase 1, lysosomal sialidase, G9, Ppgb, PPCA, C130097A14Rik, Bgl-t, Bgl-s, Bgl-e, Bgl, Bgt, Bge, Bgs
GALASE1ly	beta-galactosidase, lysosomal	N-glycan degradation	1	NA	3.2.1.23	(x(844)) & (x(845)) & (x(846)) & (x(847)) | (x(844)) & (x(845))	5476, 2720, 2588, 4758, 5476, 2720	CTSA, GLB1, GALNS, NEU1, CTSA, GLB1	CTSA, GLB1, GALNS, NEU1, CTSA, GLB1	Ppgb, PPCA, C130097A14Rik, Bgl-t, Bgl-s, Bgl-e, Bgl, Bgt, Bge, Bgs, N-acetylgalactosamine-6-sulfate sulfatase, Bat7, Aglp, Neu-1, Map-2, Apl, Bat-7, sialidase 1, lysosomal sialidase, G9, Ppgb, PPCA, C130097A14Rik, Bgl-t, Bgl-s, Bgl-e, Bgl, Bgt, Bge, Bgs
GALASE20ly	beta-galactosidase, lysosomal	Keratan sulfate degradation	1	NA	3.2.1.23	(x(844)) & (x(845)) & (x(846)) & (x(847)) | (x(844)) & (x(845))	5476, 2720, 2588, 4758, 5476, 2720	CTSA, GLB1, GALNS, NEU1, CTSA, GLB1	CTSA, GLB1, GALNS, NEU1, CTSA, GLB1	Ppgb, PPCA, C130097A14Rik, Bgl-t, Bgl-s, Bgl-e, Bgl, Bgt, Bge, Bgs, N-acetylgalactosamine-6-sulfate sulfatase, Bat7, Aglp, Neu-1, Map-2, Apl, Bat-7, sialidase 1, lysosomal sialidase, G9, Ppgb, PPCA, C130097A14Rik, Bgl-t, Bgl-s, Bgl-e, Bgl, Bgt, Bge, Bgs
GALASE3ly	beta-galactosidase, lysosomal	Keratan sulfate degradation	1	NA	3.2.1.23	(x(844)) & (x(845)) & (x(846)) & (x(847)) | (x(844)) & (x(845))	5476, 2720, 2588, 4758, 5476, 2720	CTSA, GLB1, GALNS, NEU1, CTSA, GLB1	CTSA, GLB1, GALNS, NEU1, CTSA, GLB1	Ppgb, PPCA, C130097A14Rik, Bgl-t, Bgl-s, Bgl-e, Bgl, Bgt, Bge, Bgs, N-acetylgalactosamine-6-sulfate sulfatase, Bat7, Aglp, Neu-1, Map-2, Apl, Bat-7, sialidase 1, lysosomal sialidase, G9, Ppgb, PPCA, C130097A14Rik, Bgl-t, Bgl-s, Bgl-e, Bgl, Bgt, Bge, Bgs
GALASE4ly	beta-galactosidase, lysosomal	Keratan sulfate degradation	1	NA	3.2.1.23	(x(844)) & (x(845)) & (x(846)) & (x(847)) | (x(844)) & (x(845))	5476, 2720, 2588, 4758, 5476, 2720	CTSA, GLB1, GALNS, NEU1, CTSA, GLB1	CTSA, GLB1, GALNS, NEU1, CTSA, GLB1	Ppgb, PPCA, C130097A14Rik, Bgl-t, Bgl-s, Bgl-e, Bgl, Bgt, Bge, Bgs, N-acetylgalactosamine-6-sulfate sulfatase, Bat7, Aglp, Neu-1, Map-2, Apl, Bat-7, sialidase 1, lysosomal sialidase, G9, Ppgb, PPCA, C130097A14Rik, Bgl-t, Bgl-s, Bgl-e, Bgl, Bgt, Bge, Bgs
GALASE5ly	beta-galactosidase, lysosomal	Keratan sulfate degradation	1	NA	3.2.1.23	(x(844)) & (x(845)) & (x(846)) & (x(847)) | (x(844)) & (x(845))	5476, 2720, 2588, 4758, 5476, 2720	CTSA, GLB1, GALNS, NEU1, CTSA, GLB1	CTSA, GLB1, GALNS, NEU1, CTSA, GLB1	Ppgb, PPCA, C130097A14Rik, Bgl-t, Bgl-s, Bgl-e, Bgl, Bgt, Bge, Bgs, N-acetylgalactosamine-6-sulfate sulfatase, Bat7, Aglp, Neu-1, Map-2, Apl, Bat-7, sialidase 1, lysosomal sialidase, G9, Ppgb, PPCA, C130097A14Rik, Bgl-t, Bgl-s, Bgl-e, Bgl, Bgt, Bge, Bgs
GALASE6ly	beta-galactosidase, lysosomal	Keratan sulfate degradation	1	NA	3.2.1.23	(x(844)) & (x(845)) & (x(846)) & (x(847)) | (x(844)) & (x(845))	5476, 2720, 2588, 4758, 5476, 2720	CTSA, GLB1, GALNS, NEU1, CTSA, GLB1	CTSA, GLB1, GALNS, NEU1, CTSA, GLB1	Ppgb, PPCA, C130097A14Rik, Bgl-t, Bgl-s, Bgl-e, Bgl, Bgt, Bge, Bgs, N-acetylgalactosamine-6-sulfate sulfatase, Bat7, Aglp, Neu-1, Map-2, Apl, Bat-7, sialidase 1, lysosomal sialidase, G9, Ppgb, PPCA, C130097A14Rik, Bgl-t, Bgl-s, Bgl-e, Bgl, Bgt, Bge, Bgs
GALASE7ly	beta-galactosidase, lysosomal	Keratan sulfate degradation	1	NA	3.2.1.23	(x(844)) & (x(845)) & (x(846)) & (x(847)) | (x(844)) & (x(845))	5476, 2720, 2588, 4758, 5476, 2720	CTSA, GLB1, GALNS, NEU1, CTSA, GLB1	CTSA, GLB1, GALNS, NEU1, CTSA, GLB1	Ppgb, PPCA, C130097A14Rik, Bgl-t, Bgl-s, Bgl-e, Bgl, Bgt, Bge, Bgs, N-acetylgalactosamine-6-sulfate sulfatase, Bat7, Aglp, Neu-1, Map-2, Apl, Bat-7, sialidase 1, lysosomal sialidase, G9, Ppgb, PPCA, C130097A14Rik, Bgl-t, Bgl-s, Bgl-e, Bgl, Bgt, Bge, Bgs
GALASE8ly	beta-galactosidase, lysosomal	Keratan sulfate degradation	1	NA	3.2.1.23	(x(844)) & (x(845)) & (x(846)) & (x(847)) | (x(844)) & (x(845))	5476, 2720, 2588, 4758, 5476, 2720	CTSA, GLB1, GALNS, NEU1, CTSA, GLB1	CTSA, GLB1, GALNS, NEU1, CTSA, GLB1	Ppgb, PPCA, C130097A14Rik, Bgl-t, Bgl-s, Bgl-e, Bgl, Bgt, Bge, Bgs, N-acetylgalactosamine-6-sulfate sulfatase, Bat7, Aglp, Neu-1, Map-2, Apl, Bat-7, sialidase 1, lysosomal sialidase, G9, Ppgb, PPCA, C130097A14Rik, Bgl-t, Bgl-s, Bgl-e, Bgl, Bgt, Bge, Bgs
GALASE9ly	beta-galactosidase, lysosomal	Keratan sulfate degradation	1	NA	3.2.1.23	(x(844)) & (x(845)) & (x(846)) & (x(847)) | (x(844)) & (x(845))	5476, 2720, 2588, 4758, 5476, 2720	CTSA, GLB1, GALNS, NEU1, CTSA, GLB1	CTSA, GLB1, GALNS, NEU1, CTSA, GLB1	Ppgb, PPCA, C130097A14Rik, Bgl-t, Bgl-s, Bgl-e, Bgl, Bgt, Bge, Bgs, N-acetylgalactosamine-6-sulfate sulfatase, Bat7, Aglp, Neu-1, Map-2, Apl, Bat-7, sialidase 1, lysosomal sialidase, G9, Ppgb, PPCA, C130097A14Rik, Bgl-t, Bgl-s, Bgl-e, Bgl, Bgt, Bge, Bgs
GALC	Galactocerebrosidase	Sphingolipid metabolism	1	NA	3.2.1.46	(x(848))	2581	GALC	GALC	A930008M05Rik, galactocerebrosidase, 2310068B06Rik, Gacy
GALGT1	Beta-1,4 N-acetylgalactosaminyltransferase	Sphingolipid metabolism	1	NA	2.4.1.92	(x(849))	2583	B4GALNT1	B4GALNT1	beta1,4GalNAC-T, Galgt1, 4933429D13Rik, Ggm2, Ggm-2, GalNAc-T, GM2/GD2 synthase, Gal-NAc-T, GalNAcT
GALGT2	Beta-1,4 N-acetylgalactosaminyltransferase	Sphingolipid metabolism	1	NA	2.4.1.92	(x(849))	2583	B4GALNT1	B4GALNT1	beta1,4GalNAC-T, Galgt1, 4933429D13Rik, Ggm2, Ggm-2, GalNAc-T, GM2/GD2 synthase, Gal-NAc-T, GalNAcT
GALGT3	Beta-1,4 N-acetylgalactosaminyltransferase	Sphingolipid metabolism	1	NA	2.4.1.92	(x(849))	2583	B4GALNT1	B4GALNT1	beta1,4GalNAC-T, Galgt1, 4933429D13Rik, Ggm2, Ggm-2, GalNAc-T, GM2/GD2 synthase, Gal-NAc-T, GalNAcT
GALGT4	Beta-1,4 N-acetylgalactosaminyltransferase	Sphingolipid metabolism	1	NA	2.4.1.92	(x(849))	2583	B4GALNT1	B4GALNT1	beta1,4GalNAC-T, Galgt1, 4933429D13Rik, Ggm2, Ggm-2, GalNAc-T, GM2/GD2 synthase, Gal-NAc-T, GalNAcT
GALK	galactokinase	Galactose metabolism	1	NA	2.7.1.6	(x(850)) | (x(851)) | (x(852))	2584, 2585, 2585	GALK1, GALK2, GALK2	GALK1, GALK2, GALK2	Glk, Glk1, GALK1, GK, Gk2, 2810017M24Rik, Gk2, 2810017M24Rik
GALNACT1g	UDPGal-chondroitin acetylgalactosaminyltransferase I, Golgi	Chondroitin synthesis	1	NA	2.4.1.174	(x(853)) | (x(854))	55790, 55454	CSGALNACT1, CSGALNACT2	CSGALNACT1, CSGALNACT2	4732435N03Rik, CSGalNAcT-1, Galnact2, 4632415D10Rik
GALNACT2g	uridine diphosphoacetylgalactosamine-chondroitin acetylgalactosaminyltransferase II, Golgi	Chondroitin synthesis	1	NA	2.4.1.175	(x(853)) | (x(855)) & (x(856)) | (x(854)) | (x(857))	55790, 79586, 22856, 55454, 337876	CSGALNACT1, CHPF, CHSY1, CSGALNACT2, CHSY3	CSGALNACT1, CHPF, CHSY1, CSGALNACT2, CHSY3	NA
GALNACT3g	uridine diphosphoacetylgalactosamine-chondroitin acetylgalactosaminyltransferase II, Golgi	Chondroitin synthesis	1	NA	2.4.1.175	(x(853)) | (x(855)) & (x(856)) | (x(854)) | (x(857))	55790, 79586, 22856, 55454, 337876	CSGALNACT1, CHPF, CHSY1, CSGALNACT2, CHSY3	CSGALNACT1, CHPF, CHSY1, CSGALNACT2, CHSY3	NA
GALNACT4g	uridine diphosphoacetylgalactosamine-chondroitin acetylgalactosaminyltransferase II, Golgi	Chondroitin synthesis	1	NA	2.4.1.175	(x(853)) | (x(855)) & (x(856)) | (x(854)) | (x(857))	55790, 79586, 22856, 55454, 337876	CSGALNACT1, CHPF, CHSY1, CSGALNACT2, CHSY3	CSGALNACT1, CHPF, CHSY1, CSGALNACT2, CHSY3	NA
GALNACT5g	uridine diphosphoacetylgalactosamine-chondroitin acetylgalactosaminyltransferase II, Golgi	Chondroitin synthesis	1	NA	2.4.1.175	(x(854)) | (x(853)) | (x(857)) | (x(855)) & (x(856))	55454, 55790, 337876, 79586, 22856	CSGALNACT2, CSGALNACT1, CHSY3, CHPF, CHSY1	CSGALNACT2, CSGALNACT1, CHSY3, CHPF, CHSY1	NA
GALNTg	GalNAc transferase, Golgi apparatus	O-glycan synthesis	0	NA	2.4.1.41	(x(858)) | (x(859)) | (x(860)) | (x(861)) | (x(862)) | (x(863)) | (x(864)) | (x(865)) | (x(866)) | (x(867)) | (x(868)) | (x(869)) | (x(870)) | (x(858)) | (x(871)) | (x(872)) | (x(873))	26290, 79695, 2589, 50614, 8693, 55568, 114805, 11226, 117248, 11227, 55568, 2590, 51809, 26290, 79623, 63917, 2591	NA	NA	NA
GALOR	D-Galactose:NADP+ 1-oxidoreductase	Galactose metabolism	1	NA	1.1.1.21	(x(307)) | (x(290)) | (x(289))	231, 10327, 10327	AKR1B1, AKR1A1, AKR1A1	AKR1B3, AKR1A1, AKR1A1	AR, ALR2, Aldor1, Aldr1, Ahr1, Ahr-1, Akr1a4, 2610201A18Rik, Akr1a4, 2610201A18Rik
GALT	galactose-1-phosphate uridylyltransferase	Galactose metabolism	1	NA	2.7.7.12	(x(874)) | (x(875)) | (x(876))	2592, 2592, 2592	GALT, GALT, GALT	GALT, GALT, GALT	NA
GALt1r	galactose transport (uniport)	Transport, extracellular	0	NA	NA	(x(806)) | (x(659)) | (x(658)) | (x(807)) | (x(877))	29988, 6513, 6515, 6514, 81031	SLC2A8, SLC2A1, SLC2A3, SLC2A2, SLC2A10	SLC2A8, SLC2A1, SLC2A3, SLC2A2, SLC2A10	D2Ertd44e, GlutX1, GLUT8, Glut1, Glut-1, Glut3, Glut-3, Glut2, Glut-2, liver-type glucose transporter, Glut10
GALt2_2	D-galactose transport  via proton symport	Transport, extracellular	0	NA	NA	(x(878))	6523	SLC5A1	SLC5A1	sodium glucose cotransporter 1, Sglt1
GALT2g	UDP-D-galactose:galactosylxylose galactosyltransferase, Golgi apparatus	Chondroitin synthesis	1	NA	2.4.1.134	(x(879))	126792	B3GALT6	B3GALT6	GalTII
GALt4	galactose transport via sodium symport	Transport, extracellular	0	NA	NA	(x(880) | x(812) | x(811))	6524, 200010, 125206	SLC5A2, SLC5A9, SLC5A10	SLC5A2, SLC5A9, SLC5A10	Sglt2, SGLT4, SGLT5, C330021F16Rik
GALTg	UDP-D-galactose:D-xylose galactosyltransferase, Golgi apparatus	Chondroitin synthesis	1	NA	2.4.1.133	(x(881))	11285	B4GALT7	B4GALT7	NA
GALU	UTP-glucose-1-phosphate uridylyltransferase	Galactose metabolism	1	NA	2.7.7.9	(x(882)) | (x(883))	7360, 7360	UGP2, UGP2	UGP2, UGP2	NA
GAMt1r	glucosamine transport (uniport)	Transport, extracellular	0	NA	NA	(x(659)) | (x(660)) | (x(807))	6513, 6517, 6514	SLC2A1, SLC2A4, SLC2A2	SLC2A1, SLC2A4, SLC2A2	Glut1, Glut-1, Glut4, Glut-4, Glut2, Glut-2, liver-type glucose transporter
GAMYe	glucoamylase, extracellular (glygn5 -> malt)	Starch and sucrose metabolism	0	NA	3.2.1.3	(x(884))	8972	MGAM	MGAM	6030407P20Rik
GAO1	Ganglioside O-acetylation	Sphingolipid metabolism	1	NA	NA	(x(126))	9197	SLC33A1	SLC33A1	D630022N01Rik, Acatn
GAO1g	Ganglioside O-acetylation	Sphingolipid metabolism	1	NA	NA	(x(126))	9197	SLC33A1	SLC33A1	D630022N01Rik, Acatn
GAO2	Ganglioside O-acetylation	Sphingolipid metabolism	1	NA	NA	(x(126))	9197	SLC33A1	SLC33A1	D630022N01Rik, Acatn
GAO2g	Ganglioside O-acetylation	Sphingolipid metabolism	1	NA	NA	(x(126))	9197	SLC33A1	SLC33A1	D630022N01Rik, Acatn
GAPD	glyceraldehyde-3-phosphate dehydrogenase	Glycolysis/gluconeogenesis	1	NA	1.2.1.12	(x(885)) | (x(886))	2597, 26330	GAPDH, GAPDHS	GM20899, GAPDHS	GAPDH, Gapd, Gapd, Gapds, Gapd-s
GARFT	phosphoribosylglycinamide formyltransferase	Purine synthesis	0	NA	2.1.2.2	(x(887)) | (x(888))	2618, 2618	GART, GART	GART, GART	Prgs, Gaps, Prgs, Gaps
GASNASE2ly	glycosylasparaginase, lysosomal	N-glycan degradation	1	NA	3.5.1.26	(x(889))	175	AGA	AGA	NA
GASNASE3ly	glycosylasparaginase, lysosomal	Keratan sulfate degradation	1	NA	3.5.1.26	(x(889))	175	AGA	AGA	NA
GASNASEly	glycosylasparaginase, lysosomal	N-glycan degradation	1	NA	3.5.1.26	(x(889))	175	AGA	AGA	NA
GBA	Glucosylceramidase	Sphingolipid metabolism	1	NA	3.2.1.45	(x(890)) | (x(891)) | (x(892)) | (x(893)) | (x(894))	2629, 2629, 2629, 2629, 2629	GBA, GBA, GBA, GBA, GBA	GBA, GBA, GBA, GBA, GBA	betaGC, GBA1, GCase, GC, glucocerebrosidase, betaGC, GBA1, GCase, GC, glucocerebrosidase, betaGC, GBA1, GCase, GC, glucocerebrosidase, betaGC, GBA1, GCase, GC, glucocerebrosidase, betaGC, GBA1, GCase, GC, glucocerebrosidase
GBAl	Glucosylceramidase	Sphingolipid metabolism	1	NA	3.2.1.45	(x(892)) | (x(894)) | (x(891)) | (x(890)) | (x(893))	2629, 2629, 2629, 2629, 2629	GBA, GBA, GBA, GBA, GBA	GBA, GBA, GBA, GBA, GBA	betaGC, GBA1, GCase, GC, glucocerebrosidase, betaGC, GBA1, GCase, GC, glucocerebrosidase, betaGC, GBA1, GCase, GC, glucocerebrosidase, betaGC, GBA1, GCase, GC, glucocerebrosidase, betaGC, GBA1, GCase, GC, glucocerebrosidase
GBGT1	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1	Sphingolipid metabolism	1	NA	2.4.1.88	(x(895))	26301	GBGT1	GBGT1	NA
GCALDD	Glycolaldehyde dehydrogenase	Glyoxylate and dicarboxylate metabolism	0	NA	1.2.1.21	(x(44)) | (x(108)) | (x(292)) | (x(295)) | (x(45)) | (x(294)) | (x(47)) | (x(291)) | (x(296)) | (x(293)) | (x(46))	218, 223, 8854, 224, 222, 8854, 221, 216, 8854, 501, 220	NA	NA	NA
GCALDDm	Glycolaldehyde dehydrogenase, mitochondrial	Glyoxylate and dicarboxylate metabolism	0	NA	1.2.1.3	(x(896)) | (x(897)) | (x(74)) | (x(244)) | (x(91)) | (x(898)) | (x(90)) | (x(75))	4329, 7915, 8659, 5832, 217, 7915, 219, 8659	ALDH6A1, ALDH5A1, ALDH4A1, ALDH18A1, ALDH2, ALDH5A1, ALDH1B1, ALDH4A1	ALDH6A1, ALDH5A1, ALDH4A1, ALDH18A1, ALDH2, ALDH5A1, ALDH1B1, ALDH4A1	Mmsdh, 1110038I05Rik, SSADH, 6330403E24Rik, OTTMUSG00000000613, D630032B01Rik, P5CDH, Ahd1, ALDH4, A930035F14Rik, Ssdh1, Ahd-1, Pycs, 2810433K04Rik, Ahd-5, Ahd5, SSADH, 6330403E24Rik, OTTMUSG00000000613, D630032B01Rik, 2700007F14Rik, P5CDH, Ahd1, ALDH4, A930035F14Rik, Ssdh1, Ahd-1
GCC2am	glycine-cleavage complex (lipoamide), mitochondrial	Glycine, serine, alanine and threonine metabolism	1	NA	2.1.2.10	(x(899)) & (x(29)) & (x(900)) & (x(901))	275, 1738, 2731, 2653	AMT, DLD, GLDC, GCSH	AMT, DLD, GLDC, GCSH	EG434437, dihydrolipoyl dehydrogenase, branched chain alpha-keto acid dehydrogenase complex subunit E3, D030049L12Rik, D19Wsu57e, 5730591C18Rik, 1100001L02Rik
GCC2bim	glycine-cleavage system (lipoamide) irreversible, mitochondrial	Glycine, serine, alanine and threonine metabolism	1	NA	1.8.1.4	(x(899)) & (x(29)) & (x(900)) & (x(901))	275, 1738, 2731, 2653	AMT, DLD, GLDC, GCSH	AMT, DLD, GLDC, GCSH	EG434437, dihydrolipoyl dehydrogenase, branched chain alpha-keto acid dehydrogenase complex subunit E3, D030049L12Rik, D19Wsu57e, 5730591C18Rik, 1100001L02Rik
GCC2cm	glycine-cleavage complex (lipoamide), mitochondrial	Glycine, serine, alanine and threonine metabolism	1	NA	2.1.2.10	(x(899)) & (x(29)) & (x(900)) & (x(901))	275, 1738, 2731, 2653	AMT, DLD, GLDC, GCSH	AMT, DLD, GLDC, GCSH	EG434437, dihydrolipoyl dehydrogenase, branched chain alpha-keto acid dehydrogenase complex subunit E3, D030049L12Rik, D19Wsu57e, 5730591C18Rik, 1100001L02Rik
GCCam	glycine-cleavage complex (lipoylprotein), mitochondrial	Glycine, serine, alanine and threonine metabolism	1	NA	2.1.2.10	(x(899)) & (x(29)) & (x(900)) & (x(901))	275, 1738, 2731, 2653	AMT, DLD, GLDC, GCSH	AMT, DLD, GLDC, GCSH	EG434437, dihydrolipoyl dehydrogenase, branched chain alpha-keto acid dehydrogenase complex subunit E3, D030049L12Rik, D19Wsu57e, 5730591C18Rik, 1100001L02Rik
GCCbim	glycine-cleavage complex (lipoylprotein) irreversible, mitochondrial	Glycine, serine, alanine and threonine metabolism	1	NA	1.8.1.4	(x(899)) & (x(29)) & (x(900)) & (x(901))	275, 1738, 2731, 2653	AMT, DLD, GLDC, GCSH	AMT, DLD, GLDC, GCSH	EG434437, dihydrolipoyl dehydrogenase, branched chain alpha-keto acid dehydrogenase complex subunit E3, D030049L12Rik, D19Wsu57e, 5730591C18Rik, 1100001L02Rik
GCCcm	glycine-cleavage complex (lipoylprotein), mitochondrial	Glycine, serine, alanine and threonine metabolism	1	NA	2.1.2.10	(x(899)) & (x(29)) & (x(900)) & (x(901))	275, 1738, 2731, 2653	AMT, DLD, GLDC, GCSH	AMT, DLD, GLDC, GCSH	EG434437, dihydrolipoyl dehydrogenase, branched chain alpha-keto acid dehydrogenase complex subunit E3, D030049L12Rik, D19Wsu57e, 5730591C18Rik, 1100001L02Rik
GCHOLAt	glycocholate transport via bicarbonate countertransport	Transport, extracellular	0	NA	NA	(x(521)) | (x(463)) | (x(460))	6579, 28234, 10599	NA	NA	NA
GCHOLAt2	glycocholate transport via sodium cotransport	Transport, extracellular	0	NA	NA	(x(522)) | (x(523))	6554, 6555	SLC10A1, SLC10A2	SLC10A1, SLC10A2	Ntcp, sodium bile acid cotransporting polypeptide, ASBT
GCHOLAt3	ABC bile acid transporter	Transport, extracellular	0	NA	NA	(x(524) | x(525) | x(526) | x(462) | x(486))	8714, 8647, 8714, 8714, 85320	NA	NA	NA
GCNTg	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase	Blood group synthesis	0	NA	2.4.1.150	(x(902))	2651	GCNT2	GCNT2	IGnT, IGnTC, IGnTB, IGnTA, 5330430K10Rik
GDPFUCtg	GDPFuc Golgi transport via CMP antiport	Transport, golgi apparatus	0	NA	NA	(x(903))	55343	SLC35C1	SLC35C1	FUCT1, E430007K15Rik
GF6PTA	glutamine-fructose-6-phosphate transaminase	Aminosugar metabolism	1	NA	2.6.1.16	(x(904)) | (x(905))	2673, 9945	GFPT1, GFPT2	GFPT1, GFPT2	2810423A18Rik, GFAT1, GFA, GFAT, GFAT2
GFUCS	GDP-L-fucose synthase	Fructose and mannose metabolism	0	NA	1.1.1.271	(x(906))	7264	TSTA3	TSTA3	GDP-fucose synthase, FX, Tstap35b
GGH_10FTHF5GLUe	Gamma-glutamyl hydrolase (10FTHF5GLU), extracellular	Folate metabolism	0	NA	NA	(x(907))	8836	GGH	GGH	gamma-GH
GGH_10FTHF5GLUl	Gamma-glutamyl hydrolase (10FTHF5GLU), lysosomal	Folate metabolism	0	NA	NA	(x(907))	8836	GGH	GGH	gamma-GH
GGH_10FTHF6GLUe	Gamma-glutamyl hydrolase (10FTHF6GLU), extracellular	Folate metabolism	0	NA	NA	(x(907))	8836	GGH	GGH	gamma-GH
GGH_10FTHF6GLUl	Gamma-glutamyl hydrolase (10FTHF6GLU), lysosomal	Folate metabolism	0	NA	NA	(x(907))	8836	GGH	GGH	gamma-GH
GGH_10FTHF7GLUe	Gamma-glutamyl hydrolase (10FTHF7GLU), extracellular	Folate metabolism	0	NA	NA	(x(907))	8836	GGH	GGH	gamma-GH
GGH_10FTHF7GLUl	Gamma-glutamyl hydrolase (10FTHF7GLU), lysosomal	Folate metabolism	0	NA	NA	(x(907))	8836	GGH	GGH	gamma-GH
GGH_5DHFe	Gamma-glutamyl hydrolase (5DHF), extracellular	Folate metabolism	0	NA	NA	(x(907))	8836	GGH	GGH	gamma-GH
GGH_5DHFl	Gamma-glutamyl hydrolase (5DHF), lysosomal	Folate metabolism	0	NA	NA	(x(907))	8836	GGH	GGH	gamma-GH
GGH_5THFe	Gamma-glutamyl hydrolase (5THF), extracellular	Folate metabolism	0	NA	NA	(x(907))	8836	GGH	GGH	gamma-GH
GGH_5THFl	Gamma-glutamyl hydrolase (5THF), lysosomal	Folate metabolism	0	NA	NA	(x(907))	8836	GGH	GGH	gamma-GH
GGH_6DHFe	Gamma-glutamyl hydrolase (6DHF), extracellular	Folate metabolism	0	NA	NA	(x(907))	8836	GGH	GGH	gamma-GH
GGH_6DHFl	Gamma-glutamyl hydrolase (6DHF), lysosomal	Folate metabolism	0	NA	NA	(x(907))	8836	GGH	GGH	gamma-GH
GGH_6THFe	Gamma-glutamyl hydrolase (6THF), extracellular	Folate metabolism	0	NA	NA	(x(907))	8836	GGH	GGH	gamma-GH
GGH_6THFl	Gamma-glutamyl hydrolase (6THF), lysosomal	Folate metabolism	0	NA	NA	(x(907))	8836	GGH	GGH	gamma-GH
GGH_7DHFe	Gamma-glutamyl hydrolase (7DHF), extracellular	Folate metabolism	0	NA	NA	(x(907))	8836	GGH	GGH	gamma-GH
GGH_7DHFl	Gamma-glutamyl hydrolase (7DHF), lysosomal	Folate metabolism	0	NA	NA	(x(907))	8836	GGH	GGH	gamma-GH
GGH_7THFe	Gamma-glutamyl hydrolase (7THF), extracellular	Folate metabolism	0	NA	NA	(x(907))	8836	GGH	GGH	gamma-GH
GGH_7THFl	Gamma-glutamyl hydrolase (7THF), lysosomal	Folate metabolism	0	NA	NA	(x(907))	8836	GGH	GGH	gamma-GH
GGLUCT	gamma-glutamylcyclotransferase	Glutathione metabolism	1	NA	2.3.2.4	(x(908))	79017	NA	NA	NA
GGNG	glycogenin self-glucosylation	Starch and sucrose metabolism	0	NA	NA	(x(909)) & (x(910)) | (x(910)) & (x(911)) | (x(912)) & (x(911)) | (x(909)) & (x(912))	8908, 2998, 2998, 2992, 2997, 2992, 8908, 2997	NA	NA	NA
GGT5r	Gamma-glutamyltransferase 5	Eicosanoid metabolism	1	NA	2.3.2.2	(x(913))	2687	GGT5	GGT5	Ggtla1, GGT-REL, GGL, gamma-glutamyl leukotrienase
GHMT2r	glycine hydroxymethyltransferase, reversible	Glycine, serine, alanine and threonine metabolism	1	NA	2.1.2.1	(x(914)) | (x(915))	6470, 6470	SHMT1, SHMT1	SHMT1, SHMT1	Shmt, mshmt2, mshmt1, mshmt, Shmt, mshmt2, mshmt1, mshmt
GHMT2rm	glycine hydroxymethyltransferase, reversible, mitochondrial	Glycine, serine, alanine and threonine metabolism	1	NA	2.1.2.1	(x(916)) | (x(914))	6472, 6470	SHMT2, SHMT1	SHMT2, SHMT1	2700043D08Rik, Shmt, mshmt2, mshmt1, mshmt
